system_prompt_id,system_prompt,description,version
ются законы «О федеральных органах правительственной свя-
зи и информации», «О государственной тайне», «Об информа-
ции, информационных технологиях и о защите информации», «О сертификации продукции и услуг».
В настоящее время шифрование является единственным на-
дежным средством защиты при передаче информации.
5.7. защита от угрозы нарушения конфиденциальности на уровне содержания информации
Существуют различные методы защиты конфиденциально-
сти информации на уровне содержания.
Рассмотрим ситуацию, когда злоумышленнику удалось 
получить доступ к синтаксическому представлению конфи-
денциальной информации, т. е. он имеет перед собой после-
довательность знаков некоторого языка, удовлетворяющую формальным правилам нотации. Данная ситуация может воз -
никнуть, например, тогда, когда удалось дешифровать файл данных и получить текст, который может рассматриваться как осмысленный. В этом случае для сокрытия истинного со-держания сообщения могут применяться различные приемы, суть которых сводится к тому, что в соответствие одной по-следовательности знаков или слов одного языка ставятся зна-ки или слова другого.
В качестве примера можно привести шифр «Аве Мария», 
в кодовом варианте которого каждому слову, а порой и фразе ставятся в соответствие несколько слов явной религиозной те-матики, в результате чего сообщение выглядит как специфиче-
ский текст духовного содержания. Обычный жаргон также мо-
1055.7. Защита от угрозы нарушения конфиденциальности на уровне содержания информации
жет иллюстрировать применяемые в повседневной практике 
подходы к сокрытию истинного смысла сообщений.
Другим направлением защиты является использование стега -
нографии. Слово «стеганография» в переводе с греческого бук-
вально означает «тайнопись». К ней относится огромное мно-жество секретных средств связи, таких как невидимые чернила, микрофотоснимки, условное расположение знаков (применяе-мое в сигнальной агентурной связи), цифровые подписи, тай-ные каналы и средства связи на плавающих частотах.
Вот какое определение предлагает Маркус Кун: «Стегано-
графия — это искусство и наука организации связи таким спо-собом, который скрывает собственно наличие связи. В  отличие 
от криптографии, где неприятель имеет возможность обнаружи-вать, перехватывать и декодировать сообщения — при том, что ему противостоят определенные меры безопасности, гаранти-рованные той или иной криптосистемой, — методы стеганогра-
фии позволяют встраивать секретные сообщения в безобидные послания так, чтобы нельзя было даже подозревать существо-вания подтекста» [3].
Применительно к компьютерным технологиям можно ска-
зать, что стеганография использует методы размещения файла-сообщения в файле- «контейнере», изменяя файл-«контейнер» таким образом, чтобы сделанные изменения были практически незаметны. Большинство из компьютерных стеганографиче-ских приемов объединяет методология изменения наименьше-го значимого бита (Least Significant Bits-LSB), который считает-ся «шумящим», т. е. имеющим случайный характер в отдельных 
байтах файла-«контейнера».
На практике в большинстве случаев открытый контейнер 
не содержит бесполезных данных, которые могут быть исполь-зованы для модификации. Вместо этого контейнерные фай-лы естественно содержат различные уровни шума, который при ближайшем рассмотрении, за исключением остальной ча-сти байта, может являться произвольной величиной. Звуковой 
1065. Построение систем защиты от угрозы нарушения конфиденциальности
(.WAV) файл, например, содержит по большей части неслыш-
ный шум фона на уровне LSB; 24-битовый графический образ будет содержать изменения цвета, которые почти незаметны человеческому глазу.
ВыВОды
·	Эффективная защита от НСД возможна только при со-
четании различных методов: организационных, техниче-ских, нормативно-правовых.
·	Для перекрытия каналов несанкционированного доступа к информации большое значение имеет построение си-стем идентификации и аутентификации, позволяющих ограничить доступ к защищаемой информации. Подоб-ные системы используются как при контроле физического доступа (биометрическая аутентификация, аутентифика-ция с использованием определенного объекта), так и при 
контроле доступа к ресурсам и  данным (парольные систе-
мы).
·	В настоящее время криптографические методы защиты информации от несанкционированного доступа являют-
ся единственным надежным средством защиты при пе-редаче информации по каналам связи. Целесообразно использовать криптографическую защиту при хранении информации, что позволит в сочетании с мерами по огра-ничению доступа предотвратить несанкционированный доступ к информации.
Вопросы для самоконтроля
1. В чем отличие терминов «НСД» и «Нарушение конфи-
денциальности информации»?
2. Что понимается под утечкой информации?
3. Каким образом классифицируются каналы утечки инфор-мации?
1075.7. Защита от угрозы нарушения конфиденциальности на уровне содержания информации
4. Каким образом следует выбирать меры защиты конфи-
денциальности информации?
5. Дайте определение идентификации и аутентификации пользователя. В чем разница между этими понятиями?
6. Перечислите основные способы аутентификации. Ка-кой, на Ваш взгляд, является наиболее эффективным?
7. Какие основные методы контроля доступа используют-ся в известных вам информационных системах? В чем их достоинства и недостатки?
8. Почему аутентификация с использованием пароля счи-
тается в настоящее время ненадежной?
9. Каковы методы аутентификации с использованием пред-метов заданного типа? Назовите те, которые получили распространение в последнее время.
10. Дайте определение шифра и сформулируйте основные требования к нему.
11. Поясните, что понимается под совершенным шифром.
12. Почему большинство современных шифрограмм могут быть однозначно дешифрованы?
13. Каким образом государство регулирует использование средств крипозащиты?
108 
6. построение систем защиты  
от угрозы нарушения целостности информации 
и отказа доступа
 Защита целостности информации при хранении  Защита целост-
ности информации при обработке  Защита целостности информа-ции при транспортировке  Защита от угрозы нарушения целостно-сти информации на уровне содержания   Построение систем защиты 
от угрозы отказа доступа к информации   Защита семантического 
анализа и актуальности информации 
Понятие целостности данных в научной литературе име-ет несколько определений. В одной из наиболее рас-пространенных трактовок под целостностью данных 
подразумевается отсутствие ненадлежащих изменений.  Смысл 
понятия «ненадлежащее изменение» раскрывается Д. Кларком 
и Д. Вилсоном: ни одному пользователю автоматизированной 
системы, в том числе и авторизованному, не должны быть раз-решены такие изменения данных, которые повлекут за собой их разрушение или потерю [3].
Нарушение целостности информации происходит либо при 
несанкционированном доступе к информации, либо без него.
Угроза целостности существует на всех этапах жизни ин-
формации:
·	при хранении;
·	обработке;
·	транспортировке.
6.1. защита целостности информации при хранении
В информационной системе основное место хранения ин-
формации — электронные носители, поэтому рассмотрим меры защиты применительно к этому классу носителей.
1096.1. Защита целостности информации при хранении
Определяя порядок хранения информации на электронных 
носителях, следует иметь в  виду, что от  состояния носителей за -
висит качество программ и  защищаемых данных. Электронные 
носители являются утройствами, подвергаюшимися интенсив-
ному износу. Кроме того, в электронные носители могут быть внедрены закладки, поэтому используемые методы записи, хра-нения и считывания нельзя считать защищенными.
Организационно-технологические меры защиты целостно-
сти информации на электронных носителях можно разделить 
на две основные группы:
·	организационные меры по поддержке целостности ин-формации;
·	технологические меры контроля целостности битовых по-следовательностей.
Организационные мерыОрганизационные меры защиты направлены на предупреж-
дение хищения или утраты носителей, а вместе с ними и инфор-мации. Организационные меры излагаются в документах, опи-сывающих режим хранения конфиденциальной информации.
Организационные меры разделяются на две группы:·	создание резервных копий информации, хранимой на электронных носителях;
·	обеспечение правильных условий хранения и эксплуата-ции носителей.
Создание резервных копийСоздание резервных копий информации, хранимой в ин-
формационной системе, должно быть обязательной регуляр-ной процедурой, периодичность которой зависит от важности информации и технологии ее обработки, в частности от объе-ма вводимых данных, возможности повторного ввода и т. д. Для 
создания резервных копий могут использоваться как стандарт-ные утилиты, так и специализированные системы резервного 
1106. Построение систем защиты от угрозы нарушения целостности информации и отказа доступа
копирования, адаптированные к конкретной системе. В послед-
нем случае можно применять собственные методы «разностно-го» архивирования, когда на вспомогательный носитель запи-
сывается, а только та часть информации, которая была введена с момента последнего сохранения.
В качестве вспомогательных носителей для хранения архив-
ных данных выбирают, как правило, те, которые оптимальны по цене единицы хранимой информации.
При ведении резервных копий необходимо регулярно прове-
рять сохранность и целостность находящейся в них информации.
Обеспечение правильных условий хранения и эксплуатацииОбеспечение правильных условий хранения и эксплуатации 
определяется конкретным типом носителя.
Регистрация и учет носителей производятся независимо 
от того, есть ли на них конфиденциальная информация или нет. Служебные носители должны иметь ясную, хорошо види-мую этикетку, на которой проставлены гриф, номер, дата реги-страции. Гриф секретности носителя может изменяться только в большую сторону, т. к. информация не может быть гаранти-
рованно удалена. Учет носителей по журналу ведется в течение всей «жизни» носителя. В помещении не должно быть личных носителей. Не допускается работа с непроверенными носителя-ми. Должна проводиться систематическая комиссионная про-верка наличия носителей и информации.
Хранение электронных носителей такое же, как обычных 
документов такого же уровня конфиденциальности. Основное требование при хранении — исключение НСД. Передача между 
подразделениями должна осуществляться под расписку и учи-тываться в журнале. Вынос за пределы помещения возможен только с разрешения уполномоченных лиц.
Жесткий диск регистрируется с грифом, соответствующим 
категории компьютера, независимо от целей его использова-ния. На корпусе жесткого диска должна быть соответствующая 
1116.1. Защита целостности информации при хранении
этикетка. При передаче компьютера в ремонт необходимо либо 
изъять жесткий диск, либо гарантированно удалить с него ин-формацию, либо присутствовать при ремонте.
Копирование файлов с зарегистрированных электронных 
носителей допускается только на компьютерах, категория ко-торых не ниже грифа секретности носителя. Каждое копирова-ние должно учитываться в обычном или электронном журнале.
Следует уделять особое внимание удалению информации 
с носителей. Обычные способы удаления файлов не приводят к удалению области данных, происходит стирание только на  ло-
гическом уровне. Кроме того, при удалении следует учесть, что в современных средствах обработки информация существует 
в нескольких экземплярах, под разными именами.
Технологические мерыРассмотрим теперь технологические меры контроля целост-
ности битовых последовательностей, хранящихся на электрон-ных носителях. Целостность информации в областях данных проверяется с  помощью контрольного кода, контрольные чис -
ла которого записываются после соответствующих областей, причем в контролируемую область включаются соответствую-щие маркеры.
Для обеспечения контроля целостности информации чаще 
всего применяют циклический контрольный код. Этот метод, дающий хорошие результаты при защите от воздействия слу-
чайных факторов (помех, сбоев и отказов), совсем не обладает имитостойкостью, т. е. не обеспечивает защиту от целенаправ-
ленных воздействий нарушителя, приводящих к навязыванию ложных данных.
Для контроля целостности можно использовать методы ими-
тозащиты, основанные на криптографических преобразовани-ях. Они обеспечивают надежный контроль данных, хранящих-ся в  системе, но  в то же время реализуются в  виде объемных 
программ и требуют значительных вычислительных ресурсов.
1126. Построение систем защиты от угрозы нарушения целостности информации и отказа доступа
6.2. защита целостности информации при обработке
При рассмотрении вопроса целостности данных при об-
работке используется интегрированный подход, основанный 
на ряде работ Д. Кларка и Д. Вилсона, а также их последовате-
лей и оппонентов и включающий в себя девять теоретических 
принципов [3]:
·	корректность транзакций;
·	аутентификация пользователей;
·	минимизация привилегий;
·	разграничение функциональных обязанностей;
·	аудит произошедших событий;
·	объективный контроль;
·	управление передачей привилегий;
·	обеспечение непрерывной работоспособности;
·	простота использования защитных механизмов.
Понятие корректности транзакций определяется следующим 
образом. Пользователь не должен модифицировать данные про-извольно, а только определенными способами, т. е. так, чтобы 
сохранялась целостность данных. Другими словами, данные можно изменять только путем корректных транзакций и нель-зя произвольными средствами. Кроме того, предполагается, что «корректность» каждой из таких транзакций может быть неко-торым способом доказана.
Второй принцип гласит, что изменение данных может осу-
ществляться только специально аутентифицированными для этой цели пользователями. Данный принцип работает совмест-но с последующими четырьмя, с которыми тесно связана его роль в общей схеме обеспечения целостности.
Идея минимизации привилегий появилась еще на ранних эта-
пах развития информационной безопасности в форме огра-ничения, накладываемого на возможности выполняющихся в системе процессов и подразумевающего то, что процессы 
1136.2. Защита целостности информации при обработке
должны быть наделены теми и только теми привилегиями, ко-
торые естественно и минимально необходимы для выполнения процессов. Принцип минимизации привилегий распространя-ется и на программы, и на пользователей. Пользователи имеют, 
как правило, несколько больше привилегий, чем им необхо-димо для выполнения конкретного действия в данный момент 
времени. А это открывает возможности для злоупотреблений.
Разграничение функциональных обязанностей подразумевает 
организацию работы с данными таким образом, что в каждой из ключевых стадий, составляющих единый критически важ-ный, с точки зрения целостности, процесс, необходимо участие различных пользователей. Это гарантирует невозможность вы-полнения одним пользователем всего процесса целиком (или даже двух его стадий) с тем, чтобы нарушить целостность дан-ных. В обычной жизни примером воплощения данного принци-
па служит передача одной половины пароля для доступа к про-грамме управления ядерным реактором первому системному администратору, а другой — второму.
Аудит произошедших событий, включая возможность восста-
новления полной картины происшедшего, является превентив-ной мерой в отношении потенциальных нарушителей.
Принцип объективного контроля также является одним 
из краеугольных камней политики контроля целостности. Суть данного принципа заключается в том, что контроль целостно-сти данных имеет смысл лишь тогда, когда эти данные отража-ют реальное положение вещей. В связи с этим Кларк и Вилсон указывают на необходимость регулярных проверок, имеющих целью выявление возможных несоответствий между защища-емыми данными и объективной реальностью, которую они от-
ражают.
Управление передачей привилегий необходимо для эффектив-
ной работы всей политики безопасности. Если схема назна-чения привилегий неадекватно отражает организационную структуру предприятия или не позволяет администраторам без-
1146. Построение систем защиты от угрозы нарушения целостности информации и отказа доступа
опасности гибко манипулировать ею для обеспечения эффек-
тивности производственной деятельности, защита становится обременительной и провоцирует попытки обойти ее.
Принцип обеспечения непрерывной работы включает защи-
ту от сбоев, стихийных бедствий и других форс-мажорных об-стоятельств.
Простота использования защитных механизмов необходи-
ма, в том числе для того, чтобы пользователи не стремились обойти их как мешающих «нормальной» работе. Кроме того, как правило, простые схемы являются более надежными. Про-стота использования защитных механизмов подразумевает, что самый безопасный путь эксплуатации системы будет так-же наиболее простым, и наоборот, самый простой — наибо-лее защищенным.
6.3. защита целостности информации  
при транспортировке
Средства контроля целостности должны обеспечивать защи-
ту от несанкционированного изменения информации наруши-телем при ее передаче по каналам связи.
При транспортировке информации следует защищать как 
целостность, так и подлинность информации.
Схема контроля целостности данных подразумевает выпол-
нение двумя сторонами — источником и приемником — некото-
рых (возможно, разных) криптографических преобразований данных. Источник преобразует исходные данные и передает их приемнику вместе с некоторым приложением, обеспечива-ющим избыточность шифрограммы.
Приемник обрабатывает полученное сообщение, отделяет 
приложение от основного текста и проверяет их взаимное со-ответствие, осуществляя таким образом контроль целостности. 
1156.3. Защита целостности информации при транспортировке
Контроль целостности может выполняться с восстановлением 
или без восстановления исходных данных.
Целостность отдельного сообщения обеспечивается имитов-
ставкой, ЭЦП или шифрованием, целостность потока сообще-ний — соответствующим механизмом целостности.
ИмитовставкаДля обеспечения целостности в текст сообщения часто вво-
дится некоторая дополнительная информация, которая легко вычисляется, если секретный ключ известен, и является труд-новычислимой в противном случае. Если такая информация 
вырабатывается и проверяется с помощью одного и того же се-кретного ключа, то ее называют имитовставкой (в зарубежных источниках используется термин код аутентификации сообще-ний — Message Authentication Code (MAC) — поскольку помимо 
целостности может обеспечиваться еще и аутентификация объ-екта). Имитовставкой может служить значение хэш-функции, зависящей от секретного ключа, или выходные данные алгорит-ма шифрования в режиме сцепления блоков шифра.
ШифрованиеЦелостность данных можно обеспечить и с помощью их 
шифрования симметричным криптографическим алгоритмом при условии, что подлежащий защите текст обладает некоторой избыточностью. Последняя необходима для того, чтобы нару-шитель, не зная ключа шифрования, не смог бы создать шиф-
рограмму, которая после расшифрования успешно прошла бы проверку целостности.
Избыточности можно достигнуть многими способами. В  од-
них случаях текст может обладать достаточной естественной из-быточностью (например, в тексте, написанном на любом языке, разные буквы и буквосочетания встречаются с разной частотой). В других можно присоединить к тексту до шифрования некото-рое контрольное значение, которое, в отличие от имитовставки 
1166. Построение систем защиты от угрозы нарушения целостности информации и отказа доступа
и цифровой подписи, не обязательно должно вырабатываться 
криптографическими алгоритмами, а может представлять собой просто последовательность заранее определенных символов.
Контроль целостности потока сообщенийКонтроль целостности потока сообщений помогает обнаружить 
их повтор, задержку, переупорядочение или утрату. Предполага-ется, что целостность каждого отдельного сообщения обеспечи-вается шифрованием, имитовставкой или цифровой подписью. Для контроля целостности потока сообщений можно, например:
·	присвоить сообщению порядковый номер целостности;
·	использовать в алгоритмах шифрования сцепление с пре-дыдущим сообщением.
При использовании порядкового номера целостности, кото-
рый может включать в  себя порядковый номер сообщения и  имя 
источника, приемник хранит последний номер принятого сооб-щения каждого источника. Для контроля целостности прием-ник проверяет, например, что порядковый номер целостности текущего сообщения от данного источника на единицу больше номера предыдущего сообщения. Если в качестве порядкового номера целостности используется время отправки сообщения, то проверяется, действительно ли время отправки и время при-ема близки друг к другу с точностью до задержки сообщения 
в канале связи и разности хода часов источника и приемника.
Электронная подписьТермин «электронная подпись» (ЭЦП) используется для мето-
дов, позволяющих устанавливать подлинность автора сообщения при возникновении спора относительно авторства этого сообще-ния. ЭЦП применяется в информационных системах, в которых отсутствует взаимное доверие сторон (финансовые системы, си-стемы контроля за соблюдением международных договоров и др.).
Концепцию цифровой подписи для аутентификации инфор-
мации предложили Диффи и Хеллман в 1976 г. Она заключа-
1176.4. Защита от угрозы нарушения целостности информации на уровне содержания
ется в том, что каждый абонент сети имеет личный секретный 
ключ, на котором он формирует подпись и известную всем дру-гим абонентам сети проверочную комбинацию, необходимую для проверки подписи (эту проверочную комбинацию иногда называют открытым ключом). Цифровая подпись вычисляет-ся на основе сообщения и секретного ключа отправителя. Лю-бой получатель, имеющий соответствующую проверочную ком -
бинацию, может аутентифицировать сообщение по подписи.
ЭЦП в цифровых документах играет ту же роль, что и под-
пись, поставленная от руки в документах, которые напечатаны на бумаге: это данные, присоединяемые к передаваемому со-общению и подтверждающие, что отправитель (владелец под-писи) составил или заверил данное сообщение. Получатель сообщения или третья сторона с помощью цифровой подпи-
си может проверить, что автором сообщения является именно владелец подписи (т. е. аутентифицировать источник данных) 
и что в процессе передачи не была нарушена целостность по-лученных данных.
Если пользователь ведет себя грамотно, с точки зрения со-
блюдения норм секретности (хранение секретных ключей под-писи, работа с «чистым» программным продуктом, осуществля-ющим функции подписи), и тем самым исключает возможность похищения ключей или несанкционированного изменения дан -
ных и программ, то стойкость системы подписи определяется исключительно криптографическими качествами.
6.4. защита от угрозы нарушения целостности информации на уровне содержания
Защита от угрозы нарушения целостности информации 
на уровне содержания в обычной практике рассматривается как защита от дезинформации. Пусть у злоумышленника нет возмож-
1186. Построение систем защиты от угрозы нарушения целостности информации и отказа доступа
ности воздействовать на отдельные компоненты системы, нахо -
дящиеся в пределах контролируемой зоны, но, если источники 
поступающей в нее информации находятся вне системы, всег-
да остается возможность взять их под контроль. При намерен-
ной дезинформации применяют как заведомую ложь, так и по-луправду, создающие искаженное представление о событиях.
Наиболее распространенные приемы дезинформации [3]:
·	прямое сокрытие фактов;
·	тенденциозный подбор данных;
·	нарушение логических и временных связей между собы-тиями;
·	подача правды в таком контексте (добавлением ложного 
факта или намека), чтобы она воспринималась как ложь;
·	изложение важнейших данных на ярком фоне отвлекаю-
щих внимание сведений;
·	смешивание разнородных мнений и фактов;
·	изложение данных словами, которые можно истолковы-вать по-разному;
·	отсутствие упоминания ключевых деталей факта.
В процессе сбора и получения информации могут возник-
нуть искажения.
Основные причины искажений информации:·	передача только части сообщения;
·	интерпретация услышанного в соответствии со своими знаниями и представлениями;
·	пропуск фактуры через призму субъективно-личностных отношений.
Для успешности борьбы с вероятной дезинформацией следует:·	различать факты и мнения;
·	применять дублирующие каналы информации;
·	исключать все лишние промежуточные звенья и т. п.
1196.5. Построение систем защиты  от угрозы отказа доступа к информации
В информационных системах необходимо предусматривать 
наличие подсистем, проводящих первичный смысловой ана-
лиз и в определенной степени контролирующих работу опе-
